RR_l_0,RR_l_0/RR_l_1,RR_l_1,RR_l_1/RR_l_2,RR_l_2,RR_l_2/RR_l_3,RR_l_3,RR_l_3/RR_l_4,RR_r_0,RR_r_0/RR_r_1,RR_r_1,RR_r_1/RR_r_2,RR_r_2,RR_r_2/RR_r_3,RR_r_3,RR_r_3/RR_r_4,seq_size,signal_mean,signal_std,wl_side,wr_side,P_val,Q_val,R_val,S_val,T_val,P_pos,Q_pos,R_pos,S_pos,T_pos,label
142.0,1.1544715447154472,123.0,1.0982142857142858,112.0,1.009009009009009,111.0,0.9736842105263158,129.0,1.1727272727272726,110.0,0.7638888888888888,144.0,1.3457943925233644,107.0,0.823076923076923,167.0,0.175049757965023,0.6633736095527835,77.0,90.0,1.0728631023107251,1.04398700637556,1.335407806232891,0.5689032736479115,1.302016735371178,0.625,0.635,0.69,0.815,0.705,2.0
226.0,2.0545454545454547,110.0,0.5092592592592593,216.0,1.7851239669421488,121.0,0.5283842794759825,222.0,1.88135593220339,118.0,0.4682539682539682,252.0,2.1,120.0,0.5769230769230769,232.0,-0.0879407795851759,0.4516205596801074,77.0,155.0,1.4007875073408136,-0.1872853642671879,1.82774634287834,-0.5529534082761433,-0.4653016376495407,0.315,0.27,0.335,0.405,0.58,2.0
156.0,1.5294117647058822,102.0,0.5425531914893617,188.0,1.540983606557377,122.0,0.6224489795918368,216.0,2.3225806451612905,93.0,0.5195530726256983,179.0,1.6272727272727272,110.0,0.5670103092783505,226.0,-0.2120740779550235,0.1504707730293233,75.0,151.0,-0.1978643216080402,-0.4056028921993359,0.3813481706340403,-0.830666627456895,-0.0276164190189286,0.175,0.305,0.335,0.365,0.555,2.0
86.0,0.5212121212121212,165.0,1.3636363636363635,121.0,1.2346938775510203,98.0,0.3967611336032389,90.0,0.5625,160.0,1.3675213675213675,117.0,1.0,117.0,1.017391304347826,131.0,-0.194925128338953,0.4715225238108537,69.0,62.0,0.1200383301318413,-0.1745084680667802,1.3166638329820788,-1.3285420794274252,-0.0914820357785452,0.425,0.33,0.52,0.595,0.895,2.0
107.0,0.8492063492063492,126.0,1.105263157894737,114.0,1.5405405405405406,74.0,0.4567901234567901,144.0,1.263157894736842,114.0,1.4430379746835442,79.0,0.5374149659863946,147.0,1.7294117647058824,164.0,-0.2928268223325338,0.4689154917718093,64.0,100.0,-0.1895926609879384,-0.2487333197107542,1.7510084348986736,-1.1374540574385257,-0.1660918870154865,0.3,0.285,0.395,0.44,0.7,2.0
151.0,1.055944055944056,143.0,1.181818181818182,121.0,0.8461538461538461,143.0,0.9166666666666666,154.0,0.6637931034482759,232.0,1.2340425531914894,188.0,1.125748502994012,167.0,1.0372670807453417,189.0,-0.8621535316020751,0.7077257972856003,82.0,107.0,0.8448854222063829,1.0363242157384993,1.3426462805906114,-1.897140867848401,-1.0544687889439115,0.38,0.425,0.44,0.675,0.775,2.0
197.0,1.7130434782608697,115.0,0.5275229357798165,218.0,1.6641221374045805,131.0,0.6968085106382979,163.0,1.1560283687943262,141.0,1.0,141.0,1.0846153846153843,130.0,0.948905109489051,240.0,-0.1642702199976934,0.5893257998928472,126.0,114.0,1.1254564216267615,1.492756700639559,1.5869939411160685,-0.7095449633386021,-0.1909989232830894,0.49,0.52,0.53,0.595,0.895,2.0
98.0,0.5664739884393064,173.0,1.5446428571428572,112.0,0.7368421052631579,152.0,1.4205607476635511,168.0,1.68,100.0,0.591715976331361,169.0,1.4695652173913043,115.0,0.6084656084656085,189.0,-0.169833134854095,0.5723696737748344,72.0,117.0,0.6410761222251558,-2.035718712807176,0.8251648032358367,0.7801693682236736,0.4294925607096612,0.605,0.45,0.64,0.65,0.705,2.0
158.0,1.7954545454545454,88.0,0.5432098765432098,162.0,1.1911764705882353,136.0,0.9251700680272108,227.0,1.4012345679012346,162.0,0.6532258064516129,248.0,1.0333333333333334,240.0,1.7142857142857142,222.0,-0.3672335445619152,0.3482165160055513,64.0,158.0,0.751798652120909,-0.3711877537783956,0.958506565145374,0.0548833619836841,0.1582550571285439,0.275,0.19,0.29,0.34,0.345,2.0
81.0,0.5436241610738255,149.0,1.2627118644067796,118.0,0.975206611570248,121.0,1.2872340425531914,158.0,1.6288659793814433,97.0,0.6928571428571428,140.0,1.2173913043478262,115.0,0.9913793103448276,179.0,-0.1647232690124654,0.5916488334532071,69.0,110.0,0.7139664987547214,0.1483801617590671,0.7941422549970637,-0.1281155884655518,-0.1176741207609662,0.34,0.505,0.63,0.76,0.8,2.0
139.0,0.9652777777777778,144.0,0.979591836734694,147.0,0.9671052631578948,152.0,0.9934640522875816,201.0,1.3581081081081081,148.0,1.0,148.0,1.0068027210884354,147.0,1.0208333333333333,200.0,-0.287421932591338,0.3878998561816717,60.0,140.0,0.729789399936026,-0.3082763748543909,1.855,-0.6005174724669249,-0.5045172675435775,0.28,0.25,0.305,0.35,0.535,2.0
138.0,1.422680412371134,97.0,0.5843373493975904,166.0,1.5229357798165135,109.0,0.6526946107784432,147.0,1.105263157894737,133.0,1.015267175572519,131.0,0.9924242424242424,132.0,0.8859060402684564,174.0,-0.1486032154522322,0.5389328155512322,72.0,102.0,0.393826174551998,0.5622949573588627,0.7399203252402694,0.7311609571488569,0.7351625735869551,0.57,0.62,0.65,0.66,0.665,2.0
111.0,1.0373831775700937,107.0,0.9907407407407408,108.0,1.018867924528302,106.0,0.9636363636363636,123.0,1.128440366972477,109.0,1.0092592592592593,108.0,0.4909090909090909,220.0,0.990990990990991,151.0,-0.1070972511253801,0.9819520194382304,65.0,86.0,1.6554129778793456,0.1789526119622565,2.597087485134197,-1.659593346894556,-0.6571914775047063,0.4,0.37,0.43,0.65,0.75,2.0
185.0,1.681818181818182,110.0,0.4700854700854701,234.0,1.570469798657718,149.0,0.7680412371134021,220.0,1.2359550561797752,178.0,0.8944723618090452,199.0,0.9567307692307692,208.0,1.1751412429378532,227.0,-0.1473233311776118,0.5289766032612838,73.0,154.0,1.0847610107914427,-0.4337634620315835,2.3471893437349616,-0.4165334083649952,-0.4165334083649952,0.295,0.26,0.325,0.375,0.375,2.0
109.0,0.8384615384615385,130.0,0.7602339181286549,171.0,1.401639344262295,122.0,0.6931818181818182,178.0,1.5344827586206897,116.0,0.6270270270270271,185.0,1.796116504854369,103.0,0.6518987341772152,197.0,-0.0210234299239669,0.5017403846565432,73.0,124.0,0.7765138987110316,0.839180052504078,0.851413094922706,0.0335280351094998,0.8058529254961833,0.545,0.575,0.58,0.73,0.595,2.0
118.0,1.1346153846153846,104.0,0.538860103626943,193.0,1.7232142857142858,112.0,0.8484848484848485,154.0,1.203125,128.0,1.0078740157480317,127.0,1.1339285714285714,112.0,0.7671232876712328,181.0,-0.0738948784696117,0.5572108373447857,74.0,107.0,0.6307181726679374,-2.1891761408595007,0.7685486205894313,-0.1014519562179124,0.7143502016789507,0.605,0.41,0.66,0.87,0.685,2.0
167.0,1.5904761904761904,105.0,0.7446808510638298,141.0,1.3823529411764706,102.0,0.68,155.0,1.3247863247863247,117.0,0.78,150.0,1.3761467889908257,109.0,0.7414965986394558,179.0,-0.0992955234386221,0.5241513766622483,71.0,108.0,0.6538214765300172,0.7119067499796935,0.7332694512884979,0.7256577801096114,0.5892394434766961,0.58,0.61,0.615,0.625,0.665,2.0
120.0,1.4814814814814814,81.0,0.5364238410596026,151.0,1.2796610169491525,118.0,1.0085470085470083,150.0,1.271186440677966,118.0,0.9833333333333332,120.0,1.5,80.0,0.5298013245033113,162.0,-0.1340287986124051,0.6662637741346609,57.0,105.0,0.628448883303447,0.3104713389467047,0.91,-0.1092882014354218,0.5757539940000035,0.555,0.475,0.62,0.79,0.675,2.0
116.0,1.432098765432099,81.0,0.5328947368421053,152.0,1.2991452991452992,117.0,0.9915254237288136,157.0,1.319327731092437,119.0,1.043859649122807,114.0,1.2527472527472527,91.0,0.65,167.0,-0.147312012100061,0.6831434371135034,58.0,109.0,0.7747927798591775,0.3063690130691567,0.9321175889080732,-0.0665692221139948,0.8208411874327717,0.58,0.475,0.615,0.765,0.645,2.0
142.0,0.9044585987261148,157.0,0.8971428571428571,175.0,1.2152777777777777,144.0,1.0827067669172932,128.0,0.9624060150375939,133.0,1.047244094488189,127.0,1.040983606557377,122.0,1.90625,140.0,-0.2157601098775074,0.2912189611694075,51.0,89.0,0.159513120236511,0.1485588517874408,0.1929262344606634,-0.2083288282060304,0.1395982032083144,0.605,0.62,0.645,0.805,0.67,2.0
162.0,1.0253164556962024,158.0,1.025974025974026,154.0,1.0694444444444444,144.0,1.0,216.0,1.565217391304348,138.0,1.8904109589041096,73.0,0.3596059113300492,203.0,1.380952380952381,209.0,-0.158063474896004,0.6190539500008545,58.0,151.0,-0.1670780916638444,-0.173739353852456,1.0330564158301154,-1.8610905919472904,0.1349681435387484,0.205,0.23,0.28,0.345,0.47,2.0
157.0,1.5096153846153846,104.0,0.832,125.0,1.0593220338983051,118.0,1.0350877192982455,131.0,1.1196581196581197,117.0,1.4625,80.0,0.5369127516778524,149.0,1.8170731707317076,162.0,-0.2241009056003058,0.4613689276603253,71.0,91.0,0.7000189110689744,-0.0747889421770166,1.541489717195871,-1.3471355567682408,-0.2814840278860507,0.35,0.28,0.395,0.445,0.665,2.0
89.0,0.577922077922078,154.0,1.115942028985507,138.0,0.8961038961038961,154.0,1.673913043478261,273.0,1.8571428571428572,147.0,0.8596491228070176,171.0,0.9715909090909092,176.0,1.8333333333333333,250.0,-0.2351096115976607,0.3097245499492283,59.0,191.0,-0.1449288198234769,-0.2574860002468886,1.184576663387319,-0.0404316240601349,0.1182413842214007,0.14,0.175,0.235,0.28,0.285,2.0
156.0,1.4054054054054057,111.0,0.676829268292683,164.0,1.4774774774774777,111.0,0.5935828877005348,198.0,1.5590551181102361,127.0,0.7514792899408284,169.0,1.6095238095238096,105.0,0.6481481481481481,219.0,-0.0569811029047102,0.5336651726793916,81.0,138.0,0.7126111500339162,0.7566536642663719,0.7679638404868182,-0.0529994318620911,0.6671091792805122,0.575,0.615,0.62,0.77,0.645,2.0
158.0,1.196969696969697,132.0,1.064516129032258,124.0,1.158878504672897,107.0,0.6369047619047619,180.0,0.7964601769911505,226.0,1.852459016393443,122.0,0.976,125.0,1.3440860215053765,193.0,-0.3013184461256579,0.434713425222349,68.0,125.0,0.9386104027050988,-0.316408720510753,1.2271507582495818,0.0021198286465202,0.0759899698272706,0.335,0.255,0.355,0.415,0.42,2.0
160.0,1.0126582278481011,158.0,0.8926553672316384,177.0,0.917098445595855,193.0,1.032085561497326,248.0,1.2984293193717278,191.0,1.19375,160.0,1.0666666666666669,150.0,0.8670520231213873,259.0,-0.2844709012849769,0.5310206259706183,86.0,173.0,1.193477707386804,-0.3407029812059174,1.9093371661818472,-0.8441391103883316,-0.7672614874372845,0.31,0.27,0.335,0.425,0.4,2.0
143.0,0.9930555555555556,144.0,1.051094890510949,137.0,1.1322314049586777,121.0,0.7469135802469136,177.0,1.5526315789473684,114.0,0.7354838709677419,155.0,1.1654135338345866,133.0,0.910958904109589,194.0,-0.1334358409966687,0.5740990153562784,71.0,123.0,0.5922782860972367,0.4165515114167162,0.7758600786719514,0.6704064316364088,0.6930551162395661,0.55,0.52,0.59,0.605,0.61,2.0
110.0,0.9734513274336284,113.0,0.837037037037037,135.0,1.2735849056603774,106.0,0.8153846153846154,169.0,1.111842105263158,152.0,1.6521739130434785,92.0,0.4532019704433497,203.0,1.301282051282051,183.0,-0.1475789870551793,0.3844682393053018,65.0,118.0,-0.1236009690167898,-0.2207961389230247,1.1812393682904236,0.2240460269815353,0.4763379790268224,0.27,0.245,0.355,0.42,0.43,2.0
116.0,1.008695652173913,115.0,1.4024390243902438,82.0,0.543046357615894,151.0,1.290598290598291,141.0,1.3055555555555556,108.0,0.9,120.0,1.0434782608695652,115.0,1.0267857142857142,158.0,-0.0779332034835653,0.6617624871196242,60.0,98.0,0.7374440101377867,0.7239244500593134,0.9626946331830876,0.8202558873696445,0.8202558873696445,0.59,0.605,0.645,0.665,0.665,2.0
177.0,1.7352941176470589,102.0,0.576271186440678,177.0,1.2826086956521738,138.0,1.0615384615384615,211.0,1.4256756756756757,148.0,1.1653543307086611,127.0,1.0,127.0,1.4941176470588236,211.0,-0.2566930845951294,0.3583515573470754,64.0,147.0,0.5565841871669307,-0.245742363228047,1.1773032372220316,-7.708316238550362e-05,0.1213195791536646,0.28,0.235,0.305,0.36,0.365,2.0
114.0,1.0178571428571428,112.0,1.0275229357798166,109.0,0.9732142857142856,112.0,0.9333333333333332,216.0,1.6744186046511629,129.0,1.162162162162162,111.0,0.3293768545994065,337.0,1.4716157205240177,227.0,-0.5555734721365561,0.8509690130382839,76.0,151.0,1.073506526613632,-0.7738464133905141,2.145925291780433,2.1173665153470265,2.1173665153470265,0.295,0.265,0.315,0.33,0.33,2.0
158.0,0.9461077844311376,167.0,0.9881656804733728,169.0,1.005952380952381,168.0,0.9824561403508772,246.0,1.455621301775148,169.0,1.0180722891566265,166.0,1.106666666666667,150.0,1.020408163265306,244.0,-0.1760798431603379,0.2924685739732356,72.0,172.0,-0.1486121321511647,-0.2435511229860341,1.298164344545317,-0.5617782421860207,0.090567655189565,0.205,0.265,0.295,0.34,0.505,2.0
215.0,1.4625850340136055,147.0,1.5978260869565215,92.0,0.4717948717948718,195.0,1.5354330708661417,148.0,0.6577777777777778,225.0,1.490066225165563,151.0,1.556701030927835,97.0,0.4825870646766169,168.0,-0.2839027315672653,0.4039203604751315,65.0,103.0,-0.1416719011173725,-0.3170176786491794,1.068840808062346,0.0437720975817138,0.1183510488557795,0.31,0.28,0.385,0.455,0.46,2.0
175.0,1.2962962962962965,135.0,0.8333333333333334,162.0,1.396551724137931,116.0,0.7116564417177914,170.0,1.6346153846153846,104.0,0.5942857142857143,175.0,1.2237762237762235,143.0,1.1171875,191.0,-0.0315792429220676,0.4681232747202993,73.0,118.0,0.7132464553939629,0.7419651701214887,0.8211512079228533,0.2070278480610444,0.650211254521764,0.57,0.595,0.605,0.675,0.625,2.0
138.0,1.2660550458715596,109.0,0.6337209302325582,172.0,1.4827586206896552,116.0,0.6705202312138728,160.0,1.1764705882352942,136.0,1.054263565891473,129.0,0.9847328244274808,131.0,0.8733333333333333,189.0,-0.0342334166109284,0.5536063071077996,77.0,112.0,0.7040859190850546,-1.8066746908054987,0.8079396984924623,0.8065195985965892,0.7556281407035175,0.665,0.475,0.705,0.715,0.735,2.0
142.0,1.1735537190082646,121.0,0.937984496124031,129.0,0.9347826086956522,138.0,0.9078947368421052,100.0,0.7575757575757576,132.0,1.03125,128.0,0.9696969696969696,132.0,1.11864406779661,127.0,-0.116372298757503,0.2740534848353875,57.0,70.0,0.1956721374628999,0.0826701313278893,0.369723258299072,-0.0900545883043326,0.1252231760639506,0.71,0.67,0.79,0.945,0.865,2.0
116.0,1.3975903614457832,83.0,0.538961038961039,154.0,1.3162393162393162,117.0,1.0,150.0,1.2295081967213115,122.0,1.0427350427350428,117.0,1.6027397260273972,73.0,0.4397590361445783,161.0,-0.5208045150801148,0.6085448407172803,56.0,105.0,-0.4288487965998165,-0.4784983807440158,0.5856663144211681,-2.6030645805411003,-0.0368321539762503,0.24,0.23,0.305,0.36,0.505,2.0
170.0,1.827956989247312,93.0,0.3522727272727273,264.0,1.660377358490566,159.0,1.0192307692307692,119.0,1.5256410256410255,78.0,0.2857142857142857,273.0,1.832214765100671,149.0,0.9675324675324676,145.0,-0.0286920909401475,0.8645605643375543,62.0,83.0,-0.0748549422900029,-0.0646048165230794,1.3641162433539076,-2.008078168144523,0.6327428257455583,0.32,0.35,0.435,0.54,0.77,2.0
149.0,1.3796296296296295,108.0,0.6,180.0,1.818181818181818,99.0,1.1123595505617978,177.0,1.3828125,128.0,0.992248062015504,129.0,0.902097902097902,143.0,0.9407894736842104,197.0,-0.0626655126128335,0.1494913092454783,74.0,123.0,0.2291957074286836,-0.0927930431173307,0.4791409677216244,-0.6409709448591506,0.1150028816023957,0.36,0.35,0.38,0.42,0.655,2.0
227.0,1.4012345679012346,162.0,0.6532258064516129,248.0,1.0333333333333334,240.0,1.7142857142857142,200.0,1.1111111111111112,180.0,1.978021978021978,91.0,0.4814814814814814,189.0,1.4651162790697674,208.0,-0.3153150323783451,0.4595687232962699,68.0,140.0,-0.2215973163168118,-0.2499320832724233,1.227779454470208,0.3166964493828321,0.3166964493828321,0.19,0.23,0.33,0.39,0.39,2.0
177.0,1.475,120.0,0.7361963190184049,163.0,1.3583333333333334,120.0,0.5581395348837209,170.0,1.4049586776859504,121.0,0.6722222222222223,180.0,1.6216216216216215,111.0,0.7161290322580646,191.0,-0.1481684184834154,0.5466966248745323,73.0,118.0,0.5646699768215515,-2.1899119906881266,0.6851021788023567,-0.1473258673410842,0.6324357075913651,0.575,0.385,0.625,0.815,0.655,2.0
129.0,0.6972972972972973,185.0,0.8525345622119815,217.0,2.127450980392157,102.0,0.5177664974619289,180.0,1.3333333333333333,135.0,0.8544303797468354,158.0,1.4766355140186915,107.0,0.6079545454545454,209.0,-0.2138540055634428,0.4150305189458447,84.0,125.0,0.3817629947828009,0.4525276364093747,0.5729743536862449,-0.2241111863751909,0.4904850815717662,0.575,0.605,0.62,0.74,0.635,2.0
158.0,1.5047619047619047,105.0,0.6140350877192983,171.0,1.6132075471698113,106.0,0.6235294117647059,156.0,1.3565217391304347,115.0,0.777027027027027,148.0,1.264957264957265,117.0,0.5735294117647058,173.0,-0.0823982730284444,0.5395463174346637,64.0,109.0,0.7470611922534702,0.2945166099558296,0.7988874830440578,0.6809898088937761,0.6809898088937761,0.535,0.55,0.615,0.645,0.645,2.0
123.0,1.025,120.0,0.9836065573770492,122.0,1.1730769230769231,104.0,0.7375886524822695,154.0,1.1492537313432836,134.0,1.0229007633587786,131.0,1.2596153846153846,104.0,0.7375886524822695,186.0,-0.0478295065929253,0.3639120410851564,79.0,107.0,0.4160795977500576,-1.498522108327356,0.5917516688344261,0.0025155039051322,0.5660424427327657,0.575,0.425,0.64,0.78,0.66,2.0
84.0,0.3442622950819672,244.0,2.15929203539823,113.0,0.5432692307692307,208.0,1.908256880733945,239.0,2.1926605504587156,109.0,0.5396039603960396,202.0,1.565891472868217,129.0,0.6972972972972973,239.0,-0.063070087134758,0.3818331590630722,72.0,167.0,0.5074868813223494,-1.755425970651786,0.6592985167537085,0.6412113202181224,0.6412113202181224,0.44,0.3,0.485,0.505,0.505,2.0
158.0,1.3504273504273503,117.0,1.0,117.0,1.4444444444444444,81.0,0.525974025974026,131.0,1.0916666666666666,120.0,1.0344827586206895,116.0,1.3647058823529412,85.0,0.5902777777777778,163.0,-0.3868948255758148,0.4344539938362144,72.0,91.0,0.5750773922359312,-0.3970912453052231,1.2523845736603043,-1.6310790856523043,-0.2040079279900629,0.36,0.295,0.395,0.44,0.685,2.0
101.0,0.63125,160.0,1.2213740458015268,131.0,0.9632352941176472,136.0,1.0461538461538462,144.0,1.1076923076923078,130.0,1.04,125.0,0.8620689655172413,145.0,0.9119496855345912,177.0,-0.0738134817352185,0.4851666768909914,77.0,100.0,0.626532661785966,-1.994935879694049,0.7529302044810252,-0.0616929351710533,0.6822616512254428,0.61,0.435,0.665,0.8,0.68,2.0
131.0,1.0234375,128.0,0.9343065693430656,137.0,0.9856115107913668,139.0,1.112,148.0,1.1935483870967742,124.0,0.7005649717514124,177.0,1.5258620689655171,116.0,0.7631578947368421,177.0,0.2544909635071053,0.5408080480532412,74.0,103.0,1.0445329765319458,-1.8038179151443168,1.131426682526276,0.1775101519129442,1.10565765612058,0.61,0.42,0.645,0.825,0.66,2.0
162.0,1.396551724137931,116.0,0.6705202312138728,173.0,1.5585585585585586,111.0,0.6416184971098265,168.0,1.435897435897436,117.0,0.7647058823529411,153.0,1.3909090909090909,110.0,0.6626506024096386,190.0,-0.1042317300347639,0.4771111299320429,73.0,117.0,0.5976621588634233,0.6549240340625068,0.6727021702247051,-0.1003410034601434,0.6387891291210952,0.6,0.63,0.64,0.8,0.655,2.0
134.0,0.7486033519553073,179.0,1.1623376623376624,154.0,1.2520325203252032,123.0,0.76875,183.0,0.915,200.0,1.0695187165775402,187.0,1.1333333333333333,165.0,0.9821428571428572,212.0,-0.5417114041658809,0.6842761500805379,84.0,128.0,1.1686475760919623,1.3977142611198667,1.5080201509345093,-1.6965670921019154,-0.6146397475276216,0.355,0.395,0.4,0.62,0.435,2.0
169.0,1.5943396226415094,106.0,0.6022727272727273,176.0,1.7959183673469388,98.0,0.5536723163841808,147.0,1.4411764705882353,102.0,0.5513513513513514,185.0,1.6517857142857142,112.0,0.6363636363636364,175.0,-0.0147214432187184,0.5012885756926696,73.0,102.0,0.5891204703276745,0.2740381288963829,0.8450072923331657,0.6365969150563369,0.7560313873061448,0.545,0.565,0.655,0.69,0.67,2.0
107.0,0.5572916666666666,192.0,1.2,160.0,1.0126582278481011,158.0,0.8926553672316384,216.0,1.7560975609756098,123.0,0.4959677419354839,248.0,1.2984293193717278,191.0,1.19375,227.0,-0.2583408028432372,0.5351353799508276,76.0,151.0,0.9664924096121064,-0.2157791752918789,1.8999529200010064,-0.7988405614058595,-0.674850320178018,0.305,0.27,0.335,0.405,0.58,2.0
202.0,1.4744525547445255,137.0,0.9013157894736842,152.0,1.6888888888888889,90.0,0.5521472392638037,138.0,1.0,138.0,0.8165680473372781,169.0,1.181818181818182,143.0,1.1349206349206349,168.0,-0.1644048110459099,0.4419889134298962,72.0,96.0,-0.1136692053190059,-0.1262133469755976,1.24691801998707,0.323435153133409,0.4037346531175473,0.315,0.33,0.435,0.505,0.51,2.0
106.0,0.8346456692913385,127.0,0.7514792899408284,169.0,1.4695652173913043,115.0,0.8914728682170543,171.0,1.8,95.0,0.6418918918918919,148.0,0.9801324503311258,151.0,1.1185185185185185,179.0,0.0307020052871443,0.2708538389256376,60.0,119.0,0.3554262791647958,0.4551668633220603,0.4782739816950864,0.4559741243970331,0.4559741243970331,0.49,0.535,0.545,0.56,0.56,2.0
