RR_l_0,RR_l_0/RR_l_1,RR_r_0,R_val,P_val,signal_std
148.0,1.049645390070922,146.0,0.3766862461560035,-0.2210726048835719,0.1379950237795732
147.0,0.4049586776859504,150.0,0.6617689066740438,-0.1617431258941194,0.156662763386789
146.0,0.1655328798185941,149.0,0.3820378765742535,-0.2933102333726644,0.1464930830454457
145.0,0.9931506849315068,890.0,0.5240424324730127,-0.2193880965260977,0.0883235015645785
148.0,1.034965034965035,143.0,0.4821966584030911,-0.2120241818903557,0.1546533112383146
145.0,0.4239766081871345,396.0,0.4028747154108137,-0.1080716198859438,0.100683951586871
252.0,0.9921259842519684,241.0,0.7902492309835789,-0.0333315353738635,0.127962569392911
114.0,0.9047619047619048,86.0,1.267416573523634,-0.2032012746842852,0.2876552732729452
211.0,1.1722222222222225,139.0,0.3662542157551747,-0.1739198957169591,0.1222306578644316
137.0,0.9513888888888888,399.0,0.5383210916136187,-0.1529405055357713,0.1206733344588673
136.0,0.8947368421052632,368.0,0.6156836010382432,-0.0247578217885537,0.1117657098872077
548.0,1.728706624605678,152.0,0.708751066170455,-0.0816284837401242,0.1483556225517577
143.0,1.0070422535211268,150.0,0.631463628596298,-0.1281460768011697,0.1522178385127421
600.0,1.9867549668874167,157.0,0.7026453857370898,-0.0725646563748365,0.1518308216505507
531.0,2.349557522123894,144.0,0.3746961555932935,-0.1715708011327281,0.1310613282245136
130.0,0.9701492537313432,128.0,0.3512377306858398,-0.1366926645101425,0.0998294079427999
144.0,0.9664429530201344,146.0,0.6522327483093162,-0.16,0.1594046653768482
143.0,0.3844086021505376,143.0,0.479647698353282,-0.1279119578190707,0.140428531341941
146.0,1.3773584905660377,141.0,0.8577138787164711,-0.0668508875505326,0.1810856103428804
1139.0,4.846808510638298,586.0,0.5636513696572474,-0.1868090452261306,0.1084712131331967
146.0,0.3945945945945946,145.0,0.719041691950276,0.0703399020296349,0.1434176390695098
150.0,0.4076086956521739,151.0,0.8082414258301935,0.0653598300604674,0.1552749009911392
162.0,1.8,210.0,0.6477631015999066,-0.0599090297671035,0.1476680043879311
137.0,0.9256756756756755,142.0,0.5254944877044085,-0.2169075271738127,0.1500097276406703
151.0,0.2439418416801292,150.0,0.4980253950086329,-0.2385741291784882,0.1557476232356671
143.0,0.9930555555555556,147.0,0.6042132889887167,0.0390785935626499,0.1412307643858944
102.0,0.5604395604395604,206.0,0.9554862802743476,-0.0145917982122377,0.1217832567174539
94.0,1.323943661971831,84.0,0.6557190218750705,-0.1654001472892039,0.2373347820847584
112.0,1.2173913043478262,141.0,0.7832684526987912,-0.2661866824757027,0.1686653441787668
191.0,2.1954022988505746,65.0,0.8726636458952508,-0.0494533865891816,0.1605796262592901
109.0,0.9316239316239316,135.0,1.407957084116761,-0.1270114747354071,0.2402182779284844
149.0,0.9933333333333332,148.0,0.5889052093213814,-0.1402946819383535,0.1542669621325839
97.0,0.6024844720496895,248.0,0.89251150111273,-0.4405991221481149,0.2158287951145154
96.0,1.0909090909090908,110.0,0.4208648599804764,-0.0434555645964626,0.0999255468368244
144.0,0.96,141.0,0.0555926860510109,-0.2639501287685862,0.1205617421808621
153.0,1.0551724137931036,152.0,0.8354586150868125,0.0619592053496725,0.1586173521406946
210.0,1.0047846889952152,238.0,0.9938501794073792,0.3503027623919309,0.2017579645799003
85.0,0.9550561797752808,237.0,0.9464550956757872,-0.1673444380311113,0.146767471926568
212.0,0.9953051643192488,79.0,1.1228663056440684,-0.3847807992444648,0.4584286238963216
115.0,1.0267857142857142,139.0,1.9850617683312928,0.1172950956811029,0.5268045196239068
147.0,0.9932432432432432,150.0,0.6715199567134902,-0.1079502318003692,0.1526079679214467
151.0,1.0202702702702702,148.0,0.4487055108493828,-0.2611340077248001,0.1562227734517383
149.0,0.9551282051282052,148.0,0.6059036193413027,-0.0659745254488115,0.1411604835959415
145.0,0.9931506849315068,415.0,0.6013718717790336,0.0002558791588627,0.1092700088938965
223.0,1.6277372262773722,151.0,0.7662937942701271,-0.1287830509360711,0.1610962439743831
148.0,0.9932885906040269,422.0,0.5471299327229564,-0.0920057629519381,0.1102786937932277
154.0,1.0694444444444444,115.0,0.676035624303242,0.0428102826968432,0.1490144641465226
137.0,0.9133333333333332,142.0,0.521186737651895,-0.1282030517236595,0.1438615351381541
145.0,0.2715355805243445,143.0,0.5278254593387673,-0.1076359498949702,0.1339361236691395
155.0,1.0333333333333334,390.0,0.5053562846078239,-0.2543307465047761,0.1299046156833352
150.0,1.0067114093959733,149.0,0.560973525601917,-0.2581314762706282,0.1602728527601315
201.0,0.9901477832512317,161.0,0.4130155664630165,0.0573917603028405,0.19484023889665
148.0,0.9801324503311258,146.0,0.5402786174725773,-0.0735375783128818,0.1345402954677153
374.0,2.6906474820143886,150.0,0.6313860251962683,-0.1080977664421994,0.1626978583370541
173.0,1.0236686390532543,139.0,0.694873850090347,-0.2439606899777401,0.1500768037793402
138.0,0.9517241379310344,146.0,0.6010355156866797,-0.213203150943168,0.1522739335434054
182.0,0.9732620320855616,90.0,0.8789719151073112,-0.6081747469063378,0.2780356115019197
149.0,0.9933333333333332,149.0,0.5887662327939827,-0.2005885626085957,0.1606825128681295
147.0,0.4027397260273972,140.0,0.3642669441037398,-0.1890398591092923,0.1382753379021635
163.0,1.9176470588235293,107.0,0.6977519165473741,-0.200996622873267,0.1429062405042723
342.0,2.4782608695652173,369.0,0.4375266213961639,-0.2035646378806536,0.1148402496112088
137.0,0.8896103896103896,149.0,0.7387079630813709,-0.1865346007350618,0.1808747165600088
312.0,2.345864661654135,148.0,0.341413831691462,-0.2687435827057318,0.1409270736506967
142.0,0.9861111111111112,145.0,0.562227696549439,-0.2618416645483817,0.1642443445964384
151.0,0.9869281045751634,177.0,0.9058228803797184,-0.2782186270514279,0.1481648361738564
151.0,1.0134228187919463,147.0,0.8189469166011524,0.035,0.1627312769502614
143.0,0.9930555555555556,,0.9334978810984236,0.0712065901895923,0.1664875376871381
146.0,0.3753213367609254,148.0,0.4573638166686469,-0.1018753955286344,0.1368011389977015
146.0,0.9668874172185432,143.0,0.7236648608985136,-0.2066174140500319,0.1643682749822066
91.0,1.011111111111111,83.0,1.40538128158673,-0.1466925190208229,0.3061831820650617
151.0,0.2439418416801292,151.0,0.7522500942758457,-0.1695015853430269,0.1622065450995826
149.0,1.0205479452054795,143.0,0.6044481654767255,-0.1817114205575062,0.1540744528768526
145.0,0.9797297297297296,148.0,0.6998342602315651,-0.1354602035043306,0.162367814673931
125.0,1.1160714285714286,237.0,1.6356964496464204,-0.2993406140142937,0.3003839999638259
140.0,0.958904109589041,151.0,0.7472183243683891,-0.0557692337508342,0.1612954022343552
146.0,0.9419354838709676,148.0,0.6341863631516588,0.0078199043853732,0.1398044897321415
137.0,0.9133333333333332,147.0,0.8686639011274949,-0.11,0.1842950377745857
146.0,0.9931972789115646,145.0,0.5386818829023718,-0.0759481462213876,0.1365115662153521
134.0,0.9305555555555556,150.0,0.6999330815178524,0.036066832635966,0.1322730459778473
350.0,2.631578947368421,148.0,0.8130341544788977,-0.1305548886129237,0.1798574605898838
213.0,1.1451612903225807,202.0,1.4664755625263122,-0.5602161662203592,0.363721883071137
150.0,1.0273972602739727,146.0,0.4145036878025872,-0.2079739779618223,0.1759903268719508
135.0,0.3935860058309038,373.0,0.4990751018953289,-0.0350896567960434,0.101361185788471
144.0,1.0,148.0,0.7394339179162649,-0.0792582750170282,0.1459016189086118
146.0,1.006896551724138,145.0,0.7354963454555622,0.0494768718297195,0.149894690231918
151.0,1.0134228187919463,151.0,0.6279855493858796,-0.2040345349482207,0.166771755787244
149.0,0.3104166666666667,364.0,0.4439585770123545,-0.0346426630132631,0.1009763894549193
143.0,0.3803191489361702,146.0,0.518618601368493,-0.0308559365138293,0.1418630581647099
152.0,1.0704225352112675,147.0,0.2671002566483637,-0.326482643826998,0.1372127823456268
151.0,1.0134228187919463,150.0,0.5444491863318374,-0.2077431757257108,0.1553205615155984
148.0,1.0136986301369864,201.0,1.7431426597221704,-0.2139165825889521,0.2545753250127743
153.0,1.02,154.0,0.5069689393366283,-0.2192876484936055,0.1515797945511955
151.0,1.0272108843537415,147.0,0.6567621265838066,-0.0408513714560576,0.1517901965987134
165.0,1.0784313725490196,222.0,1.016164605996411,-0.0123179437205602,0.1503879562261599
399.0,1.4,150.0,0.5444346663049677,-0.1897491638345266,0.1489640337026227
140.0,0.945945945945946,149.0,0.6021250049500629,-0.1933867011118902,0.1624401818949652
150.0,1.0067114093959733,148.0,0.7137313705324586,-0.0443846827176898,0.193410395645444
150.0,1.0067114093959733,149.0,0.420386853237909,-0.2608832014778107,0.154283532327929
175.0,1.1363636363636365,214.0,0.945125341755036,-0.0247867827330074,0.1872043728048733
129.0,0.908450704225352,147.0,0.5685575761307976,0.0434596300092903,0.1279674789441948
145.0,0.9666666666666668,388.0,0.256197178350722,-0.2164876880032745,0.0953842246997648
149.0,0.9802631578947368,151.0,0.6080840396106271,-0.227493667539213,0.1604174957313515
92.0,1.010989010989011,91.0,1.504352012113733,-0.1058457550650927,0.3001920745420856
124.0,1.0782608695652174,141.0,0.8800087107652729,-0.0026664297420056,0.1685608935312615
167.0,1.0182926829268293,211.0,0.7596381095784331,-0.0859384128593011,0.1236433795124254
137.0,0.9383561643835616,385.0,0.4349784132134768,-0.1954287461466307,0.1197525037470205
139.0,0.9205298013245032,151.0,0.6406475826574578,-0.20170294663927,0.1623520979743817
155.0,0.9171597633136096,142.0,0.8372114289810291,-0.255674747567235,0.2270710741435873
217.0,2.237113402061856,206.0,0.694560919470254,-0.1314016036551015,0.103845181135649
153.0,1.06993006993007,135.0,0.1070189691948617,0.0312175184263299,0.2289032311492046
151.0,0.9805194805194806,150.0,0.8182468188699565,-0.0110324324472423,0.1622702312486349
143.0,1.0,141.0,0.6262954742444561,0.0279217470528275,0.1458116051454335
201.0,1.2884615384615383,170.0,0.9126717269750096,0.2669845698433357,0.1889557990939441
143.0,0.9794520547945206,152.0,0.4107524732242529,-0.2832458214626908,0.1546820370139583
86.0,0.9772727272727272,90.0,1.28950497013661,-0.2451531096334894,0.3061580079867
266.0,1.0191570881226053,209.0,0.7306360544447398,0.0508070487908725,0.1788571077077564
136.0,0.912751677852349,147.0,0.4763212999038814,-0.2244357888177161,0.1575869977522772
429.0,1.8982300884955752,148.0,1.1870475027884808,0.2531353817221488,0.1660322373472004
150.0,0.178359096313912,619.0,0.4745774099661925,-0.2918749452154924,0.1018544596263116
142.0,0.993006993006993,389.0,0.3729622297396668,-0.1350623869614748,0.0895460455319274
148.0,1.0422535211267605,1139.0,0.4322998057382662,-0.2761631390667774,0.0924696476505576
139.0,0.9266666666666666,385.0,0.5133838399672537,-0.1165536399675937,0.106466059934569
141.0,1.146341463414634,75.0,0.8882682816705505,0.2544154171523705,0.2599784551039393
304.0,2.2028985507246377,145.0,1.0455076702881076,0.1017180017269894,0.1720901099455603
118.0,0.5,192.0,0.5785517391020935,-0.4299115755819832,0.2064985036952717
139.0,0.9455782312925172,150.0,0.4906876324267041,-0.1603446303186347,0.1440432965933188
354.0,2.661654135338346,150.0,0.5457674671475299,-0.1201027844151293,0.1505264710988486
144.0,0.9863013698630136,144.0,0.4812164112904998,-0.1985547145688449,0.1521396668058754
149.0,1.0205479452054795,150.0,0.8375208243071791,0.0350083961990294,0.1544096409730818
145.0,0.1657142857142857,145.0,0.5862669123345003,-0.0512030397285018,0.1390464746791787
303.0,2.1041666666666665,152.0,0.4707511780129068,-0.1330948908940797,0.1457891910440582
149.0,1.0,148.0,0.6381132009422458,-0.2336015920242835,0.16000912389327
531.0,2.288793103448276,147.0,0.6860300195991724,0.0106338745437893,0.1476788231741571
139.0,0.9266666666666666,149.0,0.5583279752411698,-0.2096555921243663,0.1496551893200878
138.0,0.9517241379310344,518.0,0.5516240450366477,-0.1438795543443795,0.1046422046656031
92.0,1.1358024691358024,84.0,0.6638378430360471,-0.1862624138622504,0.1555749146880147
90.0,1.0843373493975903,85.0,1.3533988479499686,-0.1846779500517253,0.3037030778392525
145.0,0.9731543624161074,151.0,0.8170105043204656,0.0175090218156492,0.1575722717719691
136.0,0.9251700680272108,147.0,0.6816503747249177,-0.1770748728845234,0.1551248897712975
377.0,2.673758865248227,332.0,0.2488015919159505,-0.094799165512219,0.0912257924918133
147.0,1.1221374045801529,202.0,0.9237389442431496,0.0033283696830818,0.1577210723511099
150.0,1.0135135135135136,358.0,0.651778489122149,0.0353608149474612,0.1277687269765513
146.0,0.2602495543672014,146.0,0.5190457055279313,-0.0701018473294359,0.1392036623435477
145.0,0.9931506849315068,342.0,0.5132437498270198,-0.0456837529278115,0.1094041068568793
803.0,3.33195020746888,150.0,0.5379702036657948,-0.291983402519947,0.1559761861447767
130.0,1.2149532710280373,90.0,1.3009880706788213,-0.2499080660328885,0.2769071770113334
148.0,1.0206896551724138,830.0,0.7531053979728326,-0.0080495495274843,0.0865638518950461
536.0,2.310344827586207,146.0,0.6143558929376535,-0.1787629003224709,0.1667725162150406
148.0,0.3785166240409207,152.0,0.2854396605382301,-0.2869285659587032,0.1271264552643566
529.0,1.7932203389830508,148.0,0.6375270337186796,-0.0411716249525859,0.1486817064066048
98.0,0.4622641509433962,103.0,0.6280050758069993,-0.4558774089131809,0.1783476771417122
316.0,2.289855072463768,383.0,0.5802328223813533,-0.1044131766495149,0.1233898113015925
84.0,0.9333333333333332,83.0,1.3673543463136908,-0.2266335327174951,0.333200749868569
499.0,1.7821428571428573,148.0,0.5288672037773291,-0.0088535031802065,0.1752813420849567
148.0,1.0277777777777777,148.0,0.8367583185423941,0.0053754942398394,0.1703324642493368
151.0,1.0,124.0,0.8096072029985981,-0.0084329825560051,0.1652960042107723
88.0,0.6197183098591549,118.0,0.9494537692700512,-0.1704034222190518,0.1871012713817862
211.0,1.0343137254901962,73.0,0.7817196753791749,-0.2863177429026894,0.2103704264836683
152.0,0.9934640522875816,151.0,0.5789929145778212,-0.2534342609948885,0.1517219002190069
371.0,2.688405797101449,144.0,0.3843783805584715,-0.0713911292797161,0.1297353467030881
554.0,2.2612244897959184,596.0,0.4791577275579088,-0.2232529763780452,0.1037601818809961
176.0,1.093167701863354,204.0,0.5121775907819631,-0.1895756367541085,0.0993481470105995
146.0,0.9668874172185432,153.0,0.4906535171644727,-0.1927296491424631,0.1428004491375071
147.0,1.8375,206.0,0.4544229745108143,-0.1222490807229718,0.1838730466905557
149.0,1.0136054421768708,143.0,0.6858894403909089,-0.1962801104356751,0.16263764446239
141.0,0.986013986013986,152.0,0.5886356341620629,-0.2210596131516243,0.1542441064455001
154.0,1.0266666666666666,149.0,0.6604662784198254,-0.1093659424642675,0.1679279577387491
315.0,2.2992700729927007,379.0,0.3753839633567726,-0.2756052051340778,0.1119341755056107
126.0,0.8513513513513513,146.0,0.7570247940437477,-0.1390544581086568,0.1656099978877922
370.0,2.7007299270072997,406.0,0.5545604571206603,-0.1648608672629532,0.1059645875705829
99.0,1.2531645569620251,241.0,0.7905009569229092,0.3720254481530313,0.2826525447713703
148.0,1.0136986301369864,142.0,0.6366953419659012,-0.1662974532016747,0.1607868674181681
145.0,0.8579881656804734,215.0,0.623137522451561,-0.0950164496533216,0.2087356380831115
78.0,0.3236514522821577,154.0,1.1054359641686773,0.3572714872850794,0.2117759853856654
147.0,0.3712121212121212,146.0,0.6407709799660439,0.012507741359136,0.1475212435194443
197.0,2.264367816091954,142.0,0.5726124289584931,-0.2071959763931344,0.1117851908130578
149.0,0.45565749235474,354.0,0.3815718148941952,-0.1764426477727455,0.1311029635651706
147.0,1.013793103448276,145.0,0.5059229433594501,-0.1702180216055021,0.141102359568558
365.0,2.664233576642336,144.0,0.7465934453757063,0.0454264957634148,0.1519004638044226
171.0,0.9395604395604396,65.0,0.6193936643515451,-0.4930750451750735,0.2222043399758504
143.0,0.4798657718120805,153.0,0.2170267313927475,-0.1597143399119998,0.118833537531965
144.0,0.9536423841059604,154.0,0.456906860818098,-0.2323409898510494,0.1504156580579827
152.0,1.0,151.0,0.383907832650791,-0.2273110269730492,0.1392865684949789
151.0,1.0202702702702702,148.0,0.6110818972549258,-0.135,0.1491243515253623
147.0,1.027972027972028,146.0,0.7546791190432208,0.0602930730009075,0.1563159551911217
146.0,0.3403263403263403,394.0,0.4248586827686476,-0.2032543299615558,0.121796965906343
370.0,2.740740740740741,148.0,0.5166460188906608,-0.2712541890368622,0.1589588228450556
831.0,3.364372469635628,146.0,0.6742092778477311,-0.1823971582172645,0.1680960220785776
150.0,0.3712871287128713,315.0,0.4855317139694829,-0.1456385372896739,0.1300254413007802
149.0,0.9867549668874172,154.0,0.6395047312029836,-0.2375769396562844,0.17114945224366
146.0,0.9864864864864864,144.0,0.1789601411411819,-0.1795250314116429,0.1000553791011877
146.0,0.3967391304347826,146.0,0.4685254384327182,-0.2593679704742112,0.1579949366181563
